name,lastName,uri,imageUri,worthChange,source,industry,gender,country,timestamp,realTimeWorth,realTimeRank,realTimePosition,squareImage
John Hancock,Hancock,john-hancock,no-pic,0,trust fund,Metals & Mining,M,Australia,1547574901334,1290.625,1679,1679,//specials-images.forbesimg.com/imageserve/5a7a58834bbe6f2652f4d5f8/416x416.jpg?background=000000&cropX1=1719&cropX2=3114&cropY1=133&cropY2=1529
Jonathan Harmsworth,Harmsworth,jonathan-harmsworth,jonathan-harmsworth,-3.574,publishing,Media & Entertainment,M,United Kingdom,1547574901334,1144.567,1840,1840,
Jonathan Tisch,Tisch,jonathan-tisch,no-pic,-1.086,"insurance, NFL team",Diversified,M,United States,1547574901334,1390.983,1586,1586,
Jorge Rodriguez Rodriguez,Rodriguez Rodriguez,jorge-rodriguez-rodriguez,no-pic,0,processed milk,Diversified,M,Peru,1547574901334,1246.589,1733,1733,
Jose and Francisco Jose Calderon Rojas,Calderon Rojas,jose-and-francisco-jose-calderon-rojas,no-pic,2.305,beverages,Food and Beverage,M,Mexico,1547574901333,2178.182,1055,1055,
Jose Joao Abdalla Filho,Abdalla Filho,jose-joao-abdalla-filho,no-pic,-19.719,investments,Finance and Investments,M,Brazil,1547574901333,2386.617,930,930,
Joseph Edelman,Edelman,joseph-edelman,no-pic,0,hedge funds,Finance and Investments,M,United States,1547574901334,1600,1393,1394,//specials-images.forbesimg.com/imageserve/5ad4c0134bbe6f2310f2a13e/416x416.jpg?background=000000&cropX1=629&cropX2=2903&cropY1=206&cropY2=2479
Joseph Liemandt,Liemandt,joseph-liemandt,no-pic,0,Software,Technology,M,United States,1547574901333,3000,724,724,//specials-images.forbesimg.com/imageserve/5ba568a74bbe6f79516f635f/416x416.jpg?background=000000&cropX1=0&cropX2=2327&cropY1=43&cropY2=2370
Juan Maria Riberas Mera,Riberas Mera,juan-maria-riberas-mera,no-pic,7.411,steel,Metals & Mining,M,Spain,1547574901334,1375.873,1596,1596,
Karin Schick,Schick,karin-schick,no-pic-female,22.77,information technology,Technology,F,Germany,1547574901334,1184.284,1797,1797,//specials-images.forbesimg.com/imageserve/5a7e1c0131358e4955ad10a9/416x416.jpg?background=000000&cropX1=2030&cropX2=5379&cropY1=270&cropY2=3616
Katharina Otto-Bernstein,Otto-Bernstein,katharina-otto-bernstein,no-pic-female,2.694,real estate,Real Estate,F,Germany,1547574901333,3510.295,603,603,//specials-images.forbesimg.com/imageserve/5a7e1c9e4bbe6f2652f52679/416x416.jpg?background=000000&cropX1=551&cropX2=2600&cropY1=289&cropY2=2340
Kathy Fields,Fields,kathy-fields,kathy-fields,0,skin care products,Fashion & Retail,F,United States,1547574901334,1467,1499,1499,//specials-images.forbesimg.com/imageserve/5bbbc6494bbe6f67d2e8d8eb/416x416.jpg?background=000000&cropX1=36&cropX2=2637&cropY1=158&cropY2=2760
Katie Rodan,Rodan,katie-rodan,katie-rodan,0,skin care products,Fashion & Retail,F,United States,1547574901334,1467,1499,1500,//specials-images.forbesimg.com/imageserve/5bbbc5cfa7ea4342a949d25e/416x416.jpg?background=000000&cropX1=0&cropX2=2832&cropY1=79&cropY2=2912
K.C. Liu,Liu,kc-liu,no-pic,29.372,manufacturing,Technology,M,Taiwan,1547574901334,1287.434,1682,1682,//specials-images.forbesimg.com/imageserve/5be5a9254bbe6f78bda77d73/416x416.jpg?background=000000&cropX1=225&cropX2=2731&cropY1=236&cropY2=2742
Khalifa Bin Butti Al Muhairi,Al Muhairi,khalifa-bin-butti-al-muhairi,no-pic,2.979,"hospitals, investments",Diversified,M,United Arab Emirates,1547574901334,1284.26,1685,1685,
Konstantin Nikolaev,Nikolaev,konstantin-nikolaev,konstantin-nikolaev,0.206,"ports, railway transport",Logistics,M,Russia,1547574901334,1131.482,1863,1863,//specials-images.forbesimg.com/imageserve/5a80aa024bbe6f2652f53ea9/416x416.jpg?background=000000&cropX1=320&cropX2=2336&cropY1=150&cropY2=2167
Konstantin Strukov,Strukov,konstantin-strukov,no-pic,0,"gold, coal mining",Metals & Mining,M,Russia,1547574901334,1670,1339,1339,
Koo Bon-sik,Koo,koo-bon-sik,koo-bon-sik,22.025,electronics/household products,Technology,M,South Korea,1547574901334,1122.394,1871,1871,//specials-images.forbesimg.com/imageserve/571a7a8e4bbe6f6f9574db34/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=90&cropY2=834
Koon Poh Keong,Koon,koon-poh-keong,no-pic,-19.106,aluminum,Manufacturing,M,Malaysia,1547574901334,1834.902,1238,1238,//specials-images.forbesimg.com/imageserve/5a9553d131358e79a28a60e0/416x416.jpg?background=000000&cropX1=33&cropX2=1054&cropY1=245&cropY2=1267
Krishna Kumar Bangur,Bangur,krishna-kumar-bangur,no-pic,-21.885,graphite electrodes,Manufacturing,M,India,1547574901334,1276.904,1692,1692,//specials-images.forbesimg.com/imageserve/5b55e71b31358e0429c3e483/416x416.jpg?background=000000&cropX1=159&cropX2=519&cropY1=37&cropY2=397
Lam Lung On & family,Lam,lam-lung-on,no-pic,43.135,real estate,Real Estate,M,China,1547574901334,1569.244,1417,1417,//specials-images.forbesimg.com/imageserve/589d0b2c31358e1a35ab0acb/416x416.jpg?background=000000&cropX1=21&cropX2=715&cropY1=56&cropY2=751
Laurent Burelle,Burelle,laurent-burelle,laurent-burelle,-7.973,automotive systems,Automotive,M,France,1547574901334,1120.218,1876,1877,
Lee Joon-ho,Lee,lee-joon-ho,lee-joon-ho,11.461,online games,Technology,M,South Korea,1547574901334,1066.986,1938,1938,//specials-images.forbesimg.com/imageserve/11c9f3b833e15a5a02c473886d91a452/416x416.jpg?background=000000&cropX1=77&cropX2=744&cropY1=111&cropY2=778
Lee Man Tat,Lee,lee-man-tat,lee-man-tat,0,"Oyster sauce, real estate",Food and Beverage,M,Hong Kong,1547575201866,11620,114,114,//specials-images.forbesimg.com/imageserve/56898008e4b0ffa7afe8a698/416x416.jpg?background=000000&cropX1=237&cropX2=535&cropY1=235&cropY2=533
Lee Yin Yee,Lee,lee-yin-yee,no-pic,16.19,glass,Manufacturing,M,China,1547574901334,1310.011,1656,1656,//specials-images.forbesimg.com/imageserve/5a875a434bbe6f2652f5cb99/416x416.jpg?background=000000&cropX1=360&cropX2=1479&cropY1=168&cropY2=1288
Li Ge,Li,li-ge-1,no-pic,48.013,biotech,Healthcare,M,United States,1547574901333,3860.008,520,520,//specials-images.forbesimg.com/imageserve/5bcfb28831358e5b43344b98/416x416.jpg?background=000000&cropX1=212&cropX2=1781&cropY1=502&cropY2=2073
Li Guoqiang,Li,li-guoqiang,no-pic,70.805,auto dealerships,Automotive,M,China,1547574901334,1216.04,1752,1752,
Li Jiaquan,Li,li-jiaquan,no-pic,0.839,chemicals,Manufacturing,M,China,1547574901334,1099.783,1899,1899,
Li Xiting,Li,li-xiting,no-pic,48.258,medical devices,Healthcare,M,China,1547575201867,5179.968,321,321,//specials-images.forbesimg.com/imageserve/5a8df8dc31358e4955adffa6/416x416.jpg?background=000000&cropX1=491&cropX2=3171&cropY1=0&cropY2=2677
Li Xuhui,Li,li-xuhui,no-pic-female,31.728,soy sauce,Food and Beverage,F,China,1547574901334,1328.282,1639,1639,
Liang Feng,Liang,liang-feng,no-pic,48.095,manufacturing,Manufacturing,M,China,1547574901334,1200.751,1772,1772,//specials-images.forbesimg.com/imageserve/5a7cd10731358e4955acfa22/416x416.jpg?background=000000&cropX1=180&cropX2=1932&cropY1=155&cropY2=1906
Lim Hariyanto Wijaya Sarwono,Lim,lim-hariyanto-wijaya-sarwono,lim-hariyanto-wijaya-sarwono,-0.001,"palm oil, nickel mining",Energy,M,Indonesia,1547574901334,1026.997,1969,1969,//specials-images.forbesimg.com/imageserve/1d675e162263166f77c91af6452294de/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=44&cropY2=788
Lim Kok Thay,Lim,lim-kok-thay,lim-kok-thay,55.814,casinos,Gambling & Casinos,M,Malaysia,1547574901333,4347.53,431,431,//specials-images.forbesimg.com/imageserve/5a7fc5e3a7ea431690133158/416x416.jpg?background=000000&cropX1=409&cropX2=1898&cropY1=53&cropY2=1543
Lim Wee Chai,Lim,lim-wee-chai,lim-wee-chai,8.999,rubber gloves,Manufacturing,M,Malaysia,1547574901334,1173.133,1808,1808,//specials-images.forbesimg.com/imageserve/5a7fc65131358e4955ad21ba/416x416.jpg?background=000000&cropX1=394&cropX2=2325&cropY1=17&cropY2=1947
Lin Bin,Lin,lin-bin,lin-bin,-21.348,smartphones,Technology,M,United States,1547574901333,3543.735,592,592,//specials-images.forbesimg.com/imageserve/5bcf9bf84bbe6f78bda59e90/416x416.jpg?background=000000&cropX1=1131&cropX2=3800&cropY1=0&cropY2=2667
Lin Fanlian,Lin,lin-fanlian,no-pic,0,"energy, real estate",Energy,M,China,1547574901334,1589.967,1406,1406,
Liu Gexin,Liu,liu-gexin,liu-gexin,40.381,pharmaceuticals,Healthcare,M,China,1547574901334,1094.862,1904,1904,//specials-images.forbesimg.com/imageserve/5a7cd9464bbe6f2652f50dc3/416x416.jpg?background=000000&cropX1=821&cropX2=2925&cropY1=61&cropY2=2164
Low Tuck Kwong,Low Tuck,low-tuck-kwong,low-tuck-kwong,-0.183,coal,Energy,M,Indonesia,1547574901333,2275.229,1002,1002,//specials-images.forbesimg.com/imageserve/5c083e35a7ea4370591960d0/416x416.jpg?background=000000&cropX1=24&cropX2=3744&cropY1=586&cropY2=4309
Lu Weiding,Lu,lu-weiding,no-pic,0.29,diversified,Diversified,M,China,1547574901333,2029.87,1133,1133,//specials-images.forbesimg.com/imageserve/5a8df9954bbe6f2652f62c8f/416x416.jpg?background=000000&cropX1=6&cropX2=2904&cropY1=117&cropY2=3016
Lucio and Susan Co,Co,lucio-and-susan-co,lucio-and-susan-co,12.275,retail,Fashion & Retail,,Philippines,1547574901334,1776.023,1265,1265,//specials-images.forbesimg.com/imageserve/589fdf51a7ea431f32194eb1/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=93&cropY2=837
Luis Frias,Frias,luis-frias,no-pic,19.36,mobile payments,Technology,M,Brazil,1547574901333,2087.537,1109,1109,
Luo Liguo & family,Luo,luo-liguo,no-pic,26.854,chemicals,Manufacturing,M,China,1547574901333,2464.29,905,905,
Lv Yongxiang,Lv,lv-yongxiang,no-pic,0,magnetic switches,Manufacturing,M,China,1547574901334,1010.196,1991,1991,
Lynsi Snyder,Snyder,lynsi-snyder,no-pic-female,0,In-N-Out Burger,Food and Beverage,F,United States,1547574901333,3000,724,725,//specials-images.forbesimg.com/imageserve/5ba569fca7ea434e4c696512/416x416.jpg?background=000000&cropX1=438&cropX2=3054&cropY1=19&cropY2=2635
Manas Chiaravanond,Chiaravanond,manas-chiaravanond,no-pic,22.542,diversified,Diversified,M,Thailand,1547574901334,1174.892,1806,1806,
Mao Lixiang & family,Mao,mao-lixiang,no-pic,0,cooking appliances,Technology,M,China,1547574901334,1859.796,1222,1222,//specials-images.forbesimg.com/imageserve/5a875b264bbe6f2652f5cbad/416x416.jpg?background=000000&cropX1=0&cropX2=1360&cropY1=110&cropY2=1471
Maren Otto,Otto,maren-otto,no-pic-female,1.106,"retail, real estate",Diversified,F,Germany,1547574901333,3253.094,665,665,//specials-images.forbesimg.com/imageserve/5a7e2cd1a7ea431690132368/416x416.jpg?background=000000&cropX1=334&cropX2=1593&cropY1=572&cropY2=1832
Maria Angela Aguiar Bellizia,Aguiar Bellizia,maria-angela-aguiar-bellizia,no-pic-female,-3.059,Banking,,F,Brazil,1547574901334,1013.296,1988,1988,
Maria Fernanda Amorim & family,Amorim,maria-fernanda-amorim,no-pic-female,0.827,"energy, investments",Diversified,F,Portugal,1547574901333,4776.701,379,379,
Marijke Mars,Mars,marijke-mars,no-pic-female,0,"candy, pet food",Food and Beverage,F,United States,1547575201867,5986.841,259,259,
Martin Lorentzon,Lorentzon,martin-lorentzon,no-pic,84.167,Spotify,Technology,M,Sweden,1547574901333,2832.852,775,775,//specials-images.forbesimg.com/imageserve/5ac79144a7ea432fbc1e3d76/416x416.jpg?background=000000&cropX1=412&cropX2=1808&cropY1=270&cropY2=1666
Mary & Douglas Perkins,Perkins,mary-douglas-perkins,mary-douglas-perkins,0,retail,Fashion & Retail,,United Kingdom,1547574901334,1320.852,1649,1649,
Melih Abdulhayoglu,Abdulhayoglu,melih-abdulhayoglu,no-pic,0,internet security,Technology,M,Turkey,1547574901334,1600,1393,1396,//specials-images.forbesimg.com/imageserve/5a8e03d931358e4955ae00a8/416x416.jpg?background=000000&cropX1=8&cropX2=3648&cropY1=16&cropY2=3659
Melissa Ma,Ma,melissa-ma-1,no-pic-female,81.54,internet search,Technology,F,China,1547574901333,2601.393,851,851,
Michael Kim,Kim,michael-kim,no-pic,0,Investment,Finance and Investments,M,South Korea,1547574901334,1038,1957,1957,http://specials-images.forbesimg.com/imageserve/571e4d01a7ea43722d78238c/416x416.jpg?background=000000&cropX1=98&cropX2=612&cropY1=10&cropY2=524
Michael Lee-Chin,Lee-Chin,michael-lee-chin,michael-lee-chin,0,mutual funds,Finance and Investments,M,Canada,1547574901334,1665.363,1344,1344,//specials-images.forbesimg.com/imageserve/9e4f6675e2ba8919ad43e68506b785f3/416x416.jpg?background=000000&cropX1=0&cropX2=600&cropY1=51&cropY2=651
Murli Dhar & Bimal Kumar Gyanchandani,Gyanchandani,murli-dhar-bimal-kumar-gyanchandani,no-pic,0,Detergents,Manufacturing,M,India,1547574901334,1833.481,1239,1239,
Myron Wentz,Wentz,myron-wentz,no-pic,39.15,health products,Fashion & Retail,M,St. Kitts and Nevis,1547574901334,1626.396,1373,1373,//specials-images.forbesimg.com/imageserve/5a87186431358e4955ada187/416x416.jpg?background=000000&cropX1=0&cropX2=2001&cropY1=73&cropY2=2074
Nigel Austin,Austin,nigel-austin,no-pic,0.287,retailing,Fashion & Retail,M,Australia,1547574901334,1469.113,1497,1497,//specials-images.forbesimg.com/imageserve/591c5aec4bbe6f1b730a5377/416x416.jpg?background=000000&cropX1=414&cropX2=866&cropY1=103&cropY2=555
Nikita Mishin,Mishin,nikita-mishin,nikita-mishin,0.206,"ports, railway transport",Logistics,M,Russia,1547574901334,1131.482,1863,1864,//specials-images.forbesimg.com/imageserve/5a81b89aa7ea431690134a56/416x416.jpg?background=000000&cropX1=3&cropX2=1333&cropY1=71&cropY2=1402
Niraj Shah,Shah,niraj-shah,no-pic,13.316,online retail,Technology,M,United States,1547574901334,1584.795,1408,1408,//specials-images.forbesimg.com/imageserve/5ba66fe731358e5690cdc06b/416x416.jpg?background=000000&cropX1=553&cropX2=3798&cropY1=21&cropY2=3264
Niti Osathanugrah,Osathanugrah,niti-osathanugrah,no-pic,1.926,investments,Finance and Investments,M,Thailand,1547574901334,1049.318,1948,1948,
Ou Xueming,Ou,ou-xueming,no-pic,36.47,real estate,Real Estate,M,China,1547574901334,1061.736,1942,1942,
Ou Zonghong,Ou,ou-zonghong,no-pic,11.637,real estate,Real Estate,M,China,1547574901334,1202.15,1769,1769,
Pamela Mars,Mars,pamela-mars,no-pic-female,0,"candy, pet food",Food and Beverage,F,United States,1547575201867,5986.841,259,260,//specials-images.forbesimg.com/imageserve/59d5935a4bbe6f37dda0047a/416x416.jpg?background=000000&cropX1=56&cropX2=877&cropY1=16&cropY2=838
Park Yeon-cha,Park,park-yeon-cha,no-pic,0,sneakers,Manufacturing,M,South Korea,1547574901333,2671.535,821,821,//specials-images.forbesimg.com/imageserve/5b15a5e331358e612fbb1d62/416x416.jpg?background=000000&cropX1=3&cropX2=900&cropY1=77&cropY2=974
Paul Gauselmann & family,Gauselmann,paul-gauselmann,no-pic,0,gambling,Gambling & Casinos,M,Germany,1547574901333,4116.972,473,473,//specials-images.forbesimg.com/imageserve/5a7e366831358e4955ad128e/416x416.jpg?background=000000&cropX1=312&cropX2=2373&cropY1=326&cropY2=2388
Pavel Durov,Durov,pavel-durov,no-pic,0,messaging app,Technology,M,Russia,1547574901334,1700,1318,1319,//specials-images.forbesimg.com/imageserve/5a80af71a7ea431690133b9d/416x416.jpg?background=000000&cropX1=926&cropX2=3212&cropY1=383&cropY2=2667
Philippe Laffont,Laffont,philippe-laffont,no-pic,0,hedge fund,Finance and Investments,M,United States,1547574901334,1400,1575,1578,//specials-images.forbesimg.com/imageserve/5ac9597e31358e4112b7204d/416x416.jpg?background=000000&cropX1=369&cropX2=2949&cropY1=200&cropY2=2780
Phongthep Chiaravanont,Chiaravanont,phongthep-chiaravanont,no-pic,22.715,diversified,Diversified,M,Thailand,1547574901334,1213.419,1756,1756,
Pierre Castel & family,Castel,pierre-castel,pierre-castel,0,wine,Food and Beverage,M,France,1547575201866,13347.822,90,90,
Prathip Chiravanond,Chiravanond,prathip-chiravanond,no-pic,22.536,diversified,Diversified,M,Thailand,1547574901334,1200.182,1776,1776,
R.G. Chandramogan,Chandramogan,rg-chandramogan,no-pic,-12.071,dairy,Food and Beverage,M,India,1547574901334,1096.093,1901,1901,//specials-images.forbesimg.com/imageserve/5a8f033d4bbe6f0fa82645d1/416x416.jpg?background=000000&cropX1=178&cropX2=3434&cropY1=600&cropY2=3859
Richard Kayne,Kayne,richard-kayne,no-pic,0.157,investments,Finance and Investments,M,United States,1547574901334,1123.155,1870,1870,
Richard Sands,Sands,richard-sands,no-pic,-13.513,Food & Beverage,Food and Beverage,M,United States,1547574901333,2390.498,927,927,//specials-images.forbesimg.com/imageserve/59dd480e31358e542c03929a/416x416.jpg?background=000000&cropX1=241&cropX2=1413&cropY1=497&cropY2=1670
Richard White,White,richard-white,no-pic,-3.332,software,Technology,M,Australia,1547574901333,2197.37,1048,1048,//specials-images.forbesimg.com/imageserve/5a7b62b54bbe6f2652f4eb94/416x416.jpg?background=000000&cropX1=1589&cropX2=4700&cropY1=162&cropY2=3274
Robert Sands,Sands,robert-sands,no-pic,-13.441,Food & Beverage,Food and Beverage,M,United States,1547574901333,2352.549,950,950,//specials-images.forbesimg.com/imageserve/5ba566a231358e5690cdb813/416x416.jpg?background=000000&cropX1=3&cropX2=1354&cropY1=57&cropY2=1408
Rocco Commisso,Commisso,rocco-commisso,no-pic,0,telecom,Telecom,M,United States,1547574901333,4197.971,455,455,//specials-images.forbesimg.com/imageserve/59ea2558a7ea436b47b42175/416x416.jpg?background=000000&cropX1=0&cropX2=1405&cropY1=123&cropY2=1527
Rodger Riney,Riney,rodger-riney,rodger-riney,0,discount brokerage,Finance and Investments,M,United States,1547574901333,3472.634,608,608,//specials-images.forbesimg.com/imageserve/5ba550cba7ea434e4c696208/416x416.jpg?background=000000&cropX1=233&cropX2=1139&cropY1=342&cropY2=1248
Ronnen Harary,Harary,ronnen-harary,no-pic,-19.537,toys,Manufacturing,M,Canada,1547574901334,1082.675,1922,1922,//specials-images.forbesimg.com/imageserve/5a9829814bbe6f0fa8270623/416x416.jpg?background=000000&cropX1=0&cropX2=1200&cropY1=177&cropY2=1378
Saeed Bin Butti Al Qebaisi,Bin Butti Al Qebaisi,saeed-bin-butti-al-qebaisi,no-pic,4.555,"hospitals, investments",Diversified,M,United Arab Emirates,1547574901333,2340.255,964,964,
Sam Tarascio,Tarascio,sam-tarascio,sam-tarascio,0,real estate,Real Estate,M,Australia,1547574901334,1223.416,1745,1745,//specials-images.forbesimg.com/imageserve/56a03847e4b0ed854f52941b/416x416.jpg?background=000000&cropX1=142&cropX2=609&cropY1=131&cropY2=598
Sandor Csanyi,Csanyi,sandor-csanyi,no-pic,-0.071,"finance, real estate",Diversified,M,Hungary,1547574901334,1135.981,1853,1853,//specials-images.forbesimg.com/imageserve/5a821571a7ea431690135807/416x416.jpg?background=000000&cropX1=544&cropX2=2425&cropY1=120&cropY2=2000
Sarath Ratanavadi,Ratanavadi,sarath-ratanavadi,no-pic,-156.502,energy,Energy,M,Thailand,1547574901333,4026.716,496,496,//specials-images.forbesimg.com/imageserve/5ad8dcad31358e4112b82e3d/416x416.jpg?background=000000&cropX1=203&cropX2=824&cropY1=152&cropY2=773
Sergei Kolesnikov,Kolesnikov,sergei-kolesnikov,no-pic,0,building materials,Manufacturing,M,Russia,1547574901334,1306.311,1661,1662,//specials-images.forbesimg.com/imageserve/5a80c130a7ea431690133c91/416x416.jpg?background=000000&cropX1=80&cropX2=3020&cropY1=30&cropY2=2971
Shao Qinxiang,Shao,shao-qinxiang,no-pic,1.382,diversified,Manufacturing,M,China,1547574901334,1256.657,1720,1720,
Shen Yuxing,Shen,shen-yuxing,no-pic,8.834,real estate,Real Estate,M,China,1547574901333,3745.111,536,536,//specials-images.forbesimg.com/imageserve/5bcfaddaa7ea43705914d9c5/416x416.jpg?background=000000&cropX1=2&cropX2=337&cropY1=56&cropY2=391
Shin Dong-guk,Shin,shin-dong-guk,shin-dong-guk,-5.593,Pharmaceuticals,Healthcare,M,South Korea,1547574901334,1147.594,1837,1837,http://specials-images.forbesimg.com/imageserve/571a7656a7ea43722d781fda/416x416.jpg?background=000000&cropX1=0&cropX2=742&cropY1=93&cropY2=835
Shmuel Harlap,Harlap,shmuel-harlap,no-pic,0,automotive,Automotive,M,Israel,1547574901334,1873.664,1209,1209,//specials-images.forbesimg.com/imageserve/5a90cc2ca7ea434a0c272532/416x416.jpg?background=000000&cropX1=27&cropX2=4254&cropY1=528&cropY2=4757
